"Id","Action"
1,0.775691909199636
2,0.995811339823351
3,0.999340162587745
4,0.996589818649754
5,0.99959035766225
6,0.9962661729418
7,0.916859599857363
8,0.99973061431336
9,0.9078696737622
10,0.985458464958333
11,0.990146826927725
12,0.992242785146641
13,0.99910673658165
14,0.632890049570577
15,0.96853191444457
16,0.981411831289616
17,0.547881128593762
18,0.924504602540741
19,0.998987444005731
20,0.997479726086023
21,0.993923145484499
22,0.996018555950948
23,0.99870811322346
24,0.992013507555548
25,0.999636646880663
26,0.962075616522476
27,0.997603505870783
28,0.980626741478946
29,0.994137967478407
30,0.969278292404854
31,0.99812239655723
32,0.993701444848255
33,0.973550904420036
34,0.999290189100006
35,0.996715894924742
36,0.999665552901551
37,0.989159053099049
38,0.999549852756968
39,0.997212992925146
40,0.940170271309435
41,0.829640305469739
42,0.999673010557208
43,0.994329382626814
44,0.995524908463479
45,0.998209163142027
46,0.995544837233069
47,0.999854011096964
48,0.997074489615573
49,0.999613321666359
50,0.987917911368318
51,0.915733100414981
52,0.998666601563065
53,0.958397566972163
54,1
55,0.997867793802067
56,0.982628992036026
57,0.985070183526157
58,0.999604979730921
59,0.998945912994523
60,0.99894549312384
61,0.999558248599107
62,0.990458650311447
63,0.998147079550705
64,0.999274609501258
65,0.999041872153817
66,0.994645246740836
67,0.994488089401766
68,0.999722744238821
69,0.984091279231108
70,0.620782527860213
71,0.990830990305925
72,0.99917427838829
73,0.999772473529482
74,0.998421883870275
75,0.997942648721608
76,0.999284386446886
77,0.995392644057997
78,0.927560841560156
79,0.693074688275337
80,0.994823132242996
81,0.999761024041912
82,0.997025849490372
83,0.997663502829103
84,0.998337098705496
85,0.990951738810205
86,0.981867613502787
87,0.998507936427178
88,0.996699466788518
89,0.998921829597849
90,0.885715165592425
91,0.993961307566541
92,0.838122497874518
93,0.99747746050781
94,0.975083813542884
95,0.99688309181361
96,0.99841329337365
97,0.617156424656478
98,0.996793777215375
99,0.994920106145778
100,0.99868928335162
101,0.988463917584325
102,0.898875561150036
103,0.996042069690984
104,0.996297266528811
105,0.799156411725235
106,0.998609860400555
107,0.99976540826738
108,0.993684309634642
109,0.999177745400088
110,0.997574570162179
111,0.902156737447154
112,0.998835342194132
113,0.982971194912667
114,0.998794287836819
115,0.994982688210485
116,0.981923324362171
117,0.981491875712166
118,0.999360125502053
119,0.999062731328354
120,0.994824156516357
121,0.947649815968988
122,0.994657913732215
123,0.97582618018312
124,0.993154893642329
125,0.998680611033054
126,0.904848912846516
127,0.933175246768634
128,0.811123954970316
129,0.961451205898683
130,0.998946921346058
131,0.998231622825972
132,0.999340359959012
133,0.994510132434065
134,0.784034663871972
135,0.999198299448744
136,0.987156340439983
137,0.998774802803005
138,0.886510746409533
139,0.996665328104153
140,0.99979061431336
141,0.984432491500035
142,0.98576072253354
143,0.999185026834634
144,0.997260249093395
145,0.999337425764277
146,0.894732352921929
147,0.823274501723244
148,0.890556490814089
149,0.999718119945441
150,0.98670422311356
151,0.999682203359466
152,0.715230624782823
153,0.996201397960193
154,0.969229864745307
155,0.996458086632453
156,0.989091152706094
157,0.990076578262084
158,0.999680209473955
159,0.823599360341319
160,0.994551672417383
161,0.890265718648014
162,0.994917866086085
163,0.998768833128118
164,0.993725629496814
165,0.998962002094898
166,0.999953267592038
167,0.973552404853885
168,0.994855211882308
169,0.992604607471292
170,0.999920818409471
171,0.995877838946395
172,0.99938880311797
173,0.980729895754492
174,0.982036444385804
175,0.998076454738813
176,0.999409178666335
177,0.982044030360149
178,0.996781798273293
179,0.995119695060408
180,0.973787906984037
181,0.843618112616869
182,0.998946921346058
183,0.70198090407477
184,0.947156937879031
185,0.998303634675724
186,0.961365088359161
187,0.997678721948028
188,0.988011669070468
189,0.602747382554448
190,0.99209536729068
191,0.999887093281565
192,0.997437375039111
193,0.9990387670482
194,0.998189471250021
195,0.99482729989263
196,0.999201777641356
197,0.996134767014284
198,0.986032534782894
199,0.999398540237475
200,0.82375675434674
201,0.998945773620634
202,0.998046841725987
203,0.986249077974329
204,0.98642664093201
205,0.999888888888889
206,0.996951877348343
207,0.998997996826507
208,0.994842655995077
209,0.797911782380986
210,0.701588596221287
211,0.944191708669446
212,0.991994459792823
213,0.999998151571164
214,0.99500947808993
215,0.995327551570625
216,0.957994895479402
217,0.962746167617614
218,0.999548134302541
219,0.995592123648373
220,0.991552961134468
221,0.524125574106704
222,0.999844473772171
223,1
224,0.996617943220541
225,0.975886019765688
226,0.916445139196584
227,0.977770179101754
228,0.997442900022275
229,0.999413915384884
230,0.996682113503579
231,0.995502295788552
232,0.986693201907286
233,0.962447213078139
234,0.155757943562785
235,0.897549261009181
236,0.992534484376305
237,0.990069472834975
238,0.980730896548525
239,0.964686725396118
240,0.998965706136834
241,0.996400179129376
242,0.599322612125618
243,0.724460547570407
244,0.986073875364989
245,0.996526333611094
246,0.996865834899821
247,0.994206753230005
248,0.96188838904578
249,0.989180115697159
250,0.998659552740451
251,0.998959960763406
252,0.771101816135003
253,0.999877441077441
254,0.999984581497797
255,0.999989826086957
256,0.979992904971604
257,0.998711772316839
258,0.983921262584847
259,0.983875481524061
260,0.999374050270948
261,0.99352375392975
262,0.987194314077839
263,0.997010186900952
264,0.997164590849881
265,0.999924474042614
266,0.994842655995077
267,0.906421514406204
268,0.998755371178042
269,0.98010654783381
270,0.998845575529352
271,0.995869347115525
272,0.994281937454248
273,0.995036545415869
274,0.504625079006508
275,0.999315586282223
276,0.95873389520146
277,0.998707193106907
278,0.999755301312444
279,0.896916474486303
280,0.876181990117579
281,0.999671752470944
282,0.997181117541044
283,0.754445660669213
284,0.982401562549371
285,0.995188860707067
286,0.970719914269104
287,0.999000890603125
288,0.9980525834755
289,0.997811909365478
290,0.999924474042614
291,0.453167550940622
292,0.882289392875563
293,0.998890444315932
294,0.994120441449776
295,0.996443264333348
296,0.727746095028536
297,0.545638368903979
298,0.989420112608653
299,0.704611244488589
300,0.994145604781079
301,0.69430185699005
302,0.999939055322649
303,0.91330804115169
304,0.826123577018342
