"Id","Action"
1,0.994413919746876
2,0.999999798227208
3,0.999999622530908
4,0.999997802975031
5,0.999993073255155
6,0.999999968805195
7,0.820363074541092
8,0.999999818756663
9,0.999947990134388
10,0.999994856538706
11,0.999999750908273
12,0.999973346773913
13,0.999999695420826
14,0.515258640050888
15,0.999344286159612
16,0.999996596828169
17,0.214568078517914
18,0.872440785169601
19,0.999999796656709
20,0.999996257751036
21,0.999950392350001
22,0.999963556234434
23,0.999999998037266
24,0.999989037963132
25,0.999999926730197
26,0.978238439187407
27,0.999999978003098
28,0.99999995979368
29,0.999985252245096
30,0.999937700071314
31,0.999999933840712
32,0.999996052958068
33,0.999998971176069
34,0.999999273953165
35,0.999999612762707
36,0.999999970429505
37,0.999860561772948
38,0.999999717917007
39,0.999998709078568
40,0.999979552887453
41,0.494977712631226
42,0.999999881787048
43,0.999988487168594
44,0.999990594794326
45,0.999999490587072
46,0.999769462519907
47,0.999999991461252
48,0.999999990047003
49,0.999998508663452
50,0.999999875543935
51,0.998818898689933
52,0.999999963398011
53,0.999763844141853
54,0.999999711417274
55,0.999999987520859
56,0.999999126568525
57,0.999979483389325
58,0.999999970697932
59,0.999999988124981
60,0.999999976342904
61,0.999999608835054
62,0.999901081188
63,0.999998029862809
64,0.99999947503477
65,0.999976146726112
66,0.999913929779723
67,0.999995979836058
68,0.99999992582012
69,0.999929998244625
70,0.71468797326088
71,0.999943895076285
72,0.999999246161792
73,0.999999999393433
74,0.99999872816727
75,0.999998266837679
76,0.999999897193376
77,0.999999701082515
78,0.999694954545703
79,0.903614945709705
80,0.9999979255781
81,0.999999749240317
82,0.99998645947835
83,0.999999949435129
84,0.999987599755514
85,0.999983222143783
86,0.999994871790932
87,0.99999975348419
88,0.999999754006467
89,0.999999971761667
90,0.999573419627268
91,0.999999481585064
92,0.886631019413471
93,0.999999679858405
94,0.999999745007301
95,0.999998026361254
96,0.999999999028797
97,0.482970476150513
98,0.999999975489638
99,0.999949089491565
100,0.999999853834382
101,0.971059551462531
102,0.999999938343578
103,0.999999585268398
104,0.999999272231946
105,0.991039682179689
106,0.999999676601675
107,0.999999680177581
108,0.999999743621572
109,0.999999932623531
110,0.999998481979446
111,0.922881424427032
112,0.999995812705038
113,0.999559965217486
114,0.999999990034504
115,0.999998068543391
116,0.999983464067554
117,0.999870962987188
118,0.99999993388473
119,0.999999948586215
120,0.999999851031106
121,0.99325796123594
122,0.999993313389041
123,0.99225965840742
124,0.999999120087409
125,0.999998578570626
126,0.969989933073521
127,0.999985271107107
128,0.787558540701866
129,0.999876571062487
130,0.999999992428419
131,0.999930883306661
132,0.999999893901411
133,0.999997933955001
134,0.986137323081493
135,0.999999343921843
136,0.999995690814103
137,0.999999135679161
138,0.999799981000251
139,0.999999980404368
140,0.999999671279824
141,0.936738051474094
142,0.999999973652812
143,0.999999086874936
144,0.999998740039359
145,0.999999888687199
146,0.999851298271096
147,0.882501237094402
148,0.721738070249557
149,0.999999911661206
150,0.999999299955391
151,0.999999989872046
152,0.68385323882103
153,0.999996326525888
154,0.999978622514391
155,0.999998440234663
156,0.999508307431825
157,0.999995060759829
158,0.999999987089958
159,0.992621961981058
160,0.999991059161403
161,0.999948298955132
162,0.99999971879879
163,0.999999995572665
164,0.999999394043925
165,0.999999992977289
166,0.999999973329832
167,0.986731433309615
168,0.999999357564889
169,0.999940035042528
170,0.999997421203261
171,0.999999225704869
172,0.999999913645993
173,0.995135208126158
174,0.999999981116312
175,0.999999543245423
176,0.999999972057632
177,0.999974749718604
178,0.999991147728906
179,0.999961354045809
180,0.999985042330991
181,0.999598701106152
182,0.999999978566606
183,0.903165444731712
184,0.999987006880474
185,0.999999500130741
186,0.993865214288235
187,0.999999623776915
188,0.997282336698845
189,0.330399811267853
190,0.99996859512612
191,0.999999947297667
192,0.999999884574557
193,0.999997214186806
194,0.999999836863807
195,0.99997512882328
196,0.999999611786222
197,0.999999240136276
198,0.999970882119669
199,0.99999994452401
200,0.970694268122315
201,0.999999534915844
202,0.999999930335449
203,0.999994034003521
204,0.999200968188234
205,0.999999955759712
206,0.999999987697306
207,0.99999846472258
208,0.999998846246854
209,0.679884940385818
210,0.341036021709442
211,0.964337777346373
212,0.999999762254475
213,0.999999847058277
214,0.99999513271905
215,0.999999701477947
216,0.999590427236399
217,0.973797492682934
218,0.999999547742448
219,0.999999308818076
220,0.991840444505215
221,0.214016556739807
222,0.999999978400398
223,0.999986328152772
224,0.999999963486982
225,0.932729318737984
226,0.996960200136527
227,0.999997808267608
228,0.999999520177255
229,0.999999804926119
230,0.999976380464432
231,0.999999710168709
